    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 1099,              ,                ,               ,     17611,        3437,       7598,              ,                ,               ,    18799,      10103,      9475
 1100,              ,                ,               ,     17617,        3447,       7464,              ,                ,               ,    18879,      10180,      8325
 1101,              ,                ,               ,     17967,        3461,       7685,              ,                ,               ,    18875,      10175,      8902
 1102,              ,                ,               ,     18556,        3339,       7404,              ,                ,               ,    18889,      10187,      8188
 1103,              ,                ,               ,     17639,        3452,       7433,              ,                ,               ,    18899,      10186,      8038
 1104,              ,                ,               ,     19469,        3422,       8398,              ,                ,               ,    18950,      10196,      8621
 1105,              ,                ,               ,     18865,        3415,       8388,              ,                ,               ,    18969,      10212,      8031
 1106,              ,                ,               ,     18139,        3469,       8790,              ,                ,               ,    18972,      10221,      8636
 1107,              ,                ,               ,     18258,        3444,       7957,              ,                ,               ,    19005,      10254,      8092
 1108,              ,                ,               ,     18490,        3447,       9182,              ,                ,               ,    19035,      10263,      8207
 1109,              ,                ,               ,     18594,        3446,       7458,              ,                ,               ,    19067,      10270,      8084
 1110,              ,                ,               ,     18189,        3493,       8095,              ,                ,               ,    19068,      10277,      8306
 1111,              ,                ,               ,     18038,        3468,       7402,              ,                ,               ,    19081,      10283,      8248
 1112,              ,                ,               ,     18107,        3477,       6611,              ,                ,               ,    19104,      10288,      7846
 1113,              ,                ,               ,     18446,        3457,       6931,              ,                ,               ,    19086,      10282,      8027
 1114,              ,                ,               ,     19261,        3440,       7128,              ,                ,               ,    19121,      10303,      7725
 1115,              ,                ,               ,     19382,        3472,       6987,              ,                ,               ,    19141,      10332,      7763
 1116,              ,                ,               ,     18751,        3474,       7280,              ,                ,               ,    19135,      10313,      7965
 1117,              ,                ,               ,     18879,        3452,       7153,              ,                ,               ,    19178,      10326,      7961
 1118,              ,                ,               ,     18103,        3510,       7232,              ,                ,               ,    19208,      10367,      7992
 1119,              ,                ,               ,     18470,        3463,       6898,              ,                ,               ,    19242,      10399,      8077
 1120,              ,                ,               ,     18091,        3477,       6993,              ,                ,               ,    19247,      10361,      8310
 1121,              ,                ,               ,     18420,        3475,       7049,              ,                ,               ,    19291,      10390,      8350
 1122,              ,                ,               ,     18369,        3485,       6744,              ,                ,               ,    19284,      10381,      8403
 1123,              ,                ,               ,     18561,        3489,       6925,              ,                ,               ,    19291,      10407,      8270
 1124,              ,                ,               ,     18724,        3505,       7183,              ,                ,               ,    19317,      10405,      8987
 1125,              ,                ,               ,     18224,        3518,       7314,              ,                ,               ,    19300,      10394,      8828
 1126,              ,                ,               ,     18278,        3532,       8157,              ,                ,               ,    19385,      10446,      8523
 1127,              ,                ,               ,     18700,        3491,       7636,              ,                ,               ,    19378,      10456,      8988
 1128,              ,                ,               ,     18545,        3488,       7483,              ,                ,               ,    19412,      10463,      8256
 1129,              ,                ,               ,     18867,        3503,       7837,              ,                ,               ,    19405,      10446,      9343
 1130,              ,                ,               ,     18211,        3559,       7226,              ,                ,               ,    19434,      10479,      8443
 1131,              ,                ,               ,     18964,        3505,       7613,              ,                ,               ,    19472,      10502,      9166
 1132,              ,                ,               ,     18984,        3480,       8003,              ,                ,               ,    19508,      10524,      8544
 1133,              ,                ,               ,     18594,        3557,       7389,              ,                ,               ,    19510,      10502,      8438
 1134,              ,                ,               ,     18413,        3554,       7347,              ,                ,               ,    19529,      10532,      9152
 1135,              ,                ,               ,     18798,        3499,       7208,              ,                ,               ,    19553,      10539,      8460
 1136,              ,                ,               ,     18311,        3558,       7751,              ,                ,               ,    19541,      10543,      8496
 1137,              ,                ,               ,     18879,        3579,       7418,              ,                ,               ,    19571,      10547,      8130
 1138,              ,                ,               ,     18667,        3513,       8154,              ,                ,               ,    19596,      10558,      8265
 1139,              ,                ,               ,     19379,        3532,       7527,              ,                ,               ,    19623,      10560,      8528
 1140,              ,                ,               ,     19095,        3493,       8220,              ,                ,               ,    19596,      10557,      8134
 1141,              ,                ,               ,     19102,        3555,       8556,              ,                ,               ,    19640,      10569,      8437
 1142,              ,                ,               ,     18390,        3599,       7101,              ,                ,               ,    19693,      10618,      8951
 1143,              ,                ,               ,     17966,        3586,       7194,              ,                ,               ,    19718,      10621,      8559
 1144,              ,                ,               ,     18518,        3543,       7597,              ,                ,               ,    19729,      10643,      8551
 1145,              ,                ,               ,     18922,        3563,       6914,              ,                ,               ,    19726,      10644,      8854
 1146,              ,                ,               ,     18989,        3533,       7876,              ,                ,               ,    19744,      10634,      9156
 1147,              ,                ,               ,     18762,        3574,       6978,              ,                ,               ,    19784,      10678,      8282
 1148,              ,                ,               ,     18635,        3593,       7759,              ,                ,               ,    19762,      10631,      8474
 1149,              ,                ,               ,     19700,        3593,       8616,              ,                ,               ,    19795,      10664,      8833
 1150,              ,                ,               ,     19598,        3571,       7633,              ,                ,               ,    19868,      10701,      8889
 1151,              ,                ,               ,     19021,        3573,       7250,              ,                ,               ,    19857,      10705,      9659
 1152,              ,                ,               ,     18726,        3577,       6993,              ,                ,               ,    19907,      10722,      8678
 1153,              ,                ,               ,     19568,        3555,       7273,              ,                ,               ,    19898,      10722,      8490
 1154,              ,                ,               ,     18867,        3594,       8068,              ,                ,               ,    19903,      10708,     10384
 1155,              ,                ,               ,     19094,        3583,       7605,              ,                ,               ,    19960,      10774,      9947
 1156,              ,                ,               ,     19180,        3601,       7633,              ,                ,               ,    19983,      10765,      8973
 1157,              ,                ,               ,     18568,        3605,       7042,              ,                ,               ,    19973,      10736,      8955
 1158,              ,                ,               ,     18663,        3619,       7670,              ,                ,               ,    20021,      10792,      9329
 1159,              ,                ,               ,     19155,        3608,       8303,              ,                ,               ,    20039,      10794,      8594
 1160,              ,                ,               ,     18459,        3627,       7409,              ,                ,               ,    20012,      10771,      8493
 1161,              ,                ,               ,     18438,        3625,       7228,              ,                ,               ,    20060,      10814,      8740
 1162,              ,                ,               ,     19130,        3631,       8046,              ,                ,               ,    20122,      10837,      9141
 1163,              ,                ,               ,     18745,        3614,       7684,              ,                ,               ,    20091,      10835,      9379
 1164,              ,                ,               ,     19600,        3592,       8176,              ,                ,               ,    20109,      10827,      8793
 1165,              ,                ,               ,     18815,        3690,       7623,              ,                ,               ,    20127,      10854,      9045
 1166,              ,                ,               ,     18830,        3676,       7974,              ,                ,               ,    20181,      10878,      9423
 1167,              ,                ,               ,     18847,        3653,       7947,              ,                ,               ,    20162,      10870,      8916
 1168,              ,                ,               ,     18946,        3657,       7751,              ,                ,               ,    20217,      10896,      8842
 1169,              ,                ,               ,     19347,        3670,       7269,              ,                ,               ,    20220,      10895,      9280
 1170,              ,                ,               ,     19024,        3689,       7298,              ,                ,               ,    20239,      10914,      8858
 1171,              ,                ,               ,     19540,        3657,       9065,              ,                ,               ,    20240,      10890,      8792
 1172,              ,                ,               ,     19245,        3661,       7639,              ,                ,               ,    20274,      10930,      9460
 1173,              ,                ,               ,     19899,        3620,       7381,              ,                ,               ,    20325,      10950,      9214
 1174,              ,                ,               ,     19533,        3663,       7293,              ,                ,               ,    20341,      10973,      9005
 1175,              ,                ,               ,     19269,        3669,       7405,              ,                ,               ,    20377,      10993,      8812
 1176,              ,                ,               ,     19300,        3657,       8156,              ,                ,               ,    20371,      10987,      8930
 1177,              ,                ,               ,     19904,        3669,       7549,              ,                ,               ,    20370,      10985,      8824
 1178,              ,                ,               ,     20204,        3655,       7791,              ,                ,               ,    20413,      10997,      8896
 1179,              ,                ,               ,     19517,        3689,       8452,              ,                ,               ,    20431,      10991,      8674
 1180,              ,                ,               ,     19220,        3725,       7501,              ,                ,               ,    20490,      11023,      8731
 1181,              ,                ,               ,     20257,        3685,       7762,              ,                ,               ,    20455,      11010,      9310
 1182,              ,                ,               ,     19089,        3731,       7355,              ,                ,               ,    20503,      11043,      8668
 1183,              ,                ,               ,     19401,        3727,       7611,              ,                ,               ,    20523,      11059,      8913
 1184,              ,                ,               ,     19013,        3729,       7235,              ,                ,               ,    20537,      11067,      8679
 1185,              ,                ,               ,     19855,        3687,       7590,              ,                ,               ,    20584,      11084,      8948
 1186,              ,                ,               ,     19845,        3670,       7810,              ,                ,               ,    20564,      11069,     10064
 1187,              ,                ,               ,     19080,        3717,       7781,              ,                ,               ,    20544,      11035,      9425
 1188,              ,                ,               ,     19493,        3765,       7677,              ,                ,               ,    20575,      11056,      8918
 1189,              ,                ,               ,     19916,        3678,       7363,              ,                ,               ,    20659,      11117,      9266
 1190,              ,                ,               ,     19893,        3646,       7496,              ,                ,               ,    20684,      11142,      9360
 1191,              ,                ,               ,     20325,        3749,       7730,              ,                ,               ,    20669,      11128,      9576
 1192,              ,                ,               ,     19755,        3789,       8127,              ,                ,               ,    20647,      11128,      9188
 1193,              ,                ,               ,     19940,        3774,       7395,              ,                ,               ,    20709,      11147,      9865
 1194,              ,                ,               ,     19292,        3710,       7832,              ,                ,               ,    20710,      11142,      9670
 1195,              ,                ,               ,     19953,        3749,       7975,              ,                ,               ,    20731,      11155,      9070
 1196,              ,                ,               ,     20154,        3721,       7920,              ,                ,               ,    20756,      11149,      9091
 1197,              ,                ,               ,     19982,        3725,       7613,              ,                ,               ,    20791,      11184,      9049
 1198,              ,                ,               ,     20044,        3715,       7630,              ,                ,               ,    20795,      11198,      9038
 1199,              ,                ,               ,     20057,        3788,       8656,              ,                ,               ,    20797,      11202,      9438
 1200,              ,                ,               ,     19685,        3755,       8212,              ,                ,               ,    20901,      11234,      8833
 1201,              ,                ,               ,     19581,        3811,       7368,              ,                ,               ,    20867,      11251,      9504
 1202,              ,                ,               ,     20348,        3698,       7647,              ,                ,               ,    20891,      11251,      9158
 1203,              ,                ,               ,     20307,        3738,       7680,              ,                ,               ,    20915,      11253,      9288
 1204,              ,                ,               ,     19733,        3771,       7528,              ,                ,               ,    20926,      11259,      9035
 1205,              ,                ,               ,     19714,        3766,       7381,              ,                ,               ,    21001,      11295,     10496
 1206,              ,                ,               ,     19964,        3781,       8881,              ,                ,               ,    20998,      11305,      9317
 1207,              ,                ,               ,     20506,        3771,       7688,              ,                ,               ,    20995,      11279,      9252
 1208,              ,                ,               ,     19481,        3825,       7470,              ,                ,               ,    21015,      11294,      9040
 1209,              ,                ,               ,     20003,        3845,       8553,              ,                ,               ,    21051,      11322,      8743
 1210,              ,                ,               ,     20700,        3780,       8551,              ,                ,               ,    21058,      11336,      8948
 1211,              ,                ,               ,     19962,        3814,       7990,              ,                ,               ,    21116,      11349,      8944
 1212,              ,                ,               ,     20968,        3751,       8208,              ,                ,               ,    21087,      11340,      9105
 1213,              ,                ,               ,     20215,        3784,       7472,              ,                ,               ,    21127,      11350,      8866
 1214,              ,                ,               ,     19894,        3819,       7819,              ,                ,               ,    21150,      11384,      9266
 1215,              ,                ,               ,     20509,        3804,       7544,              ,                ,               ,    21173,      11395,      9132
 1216,              ,                ,               ,     20891,        3745,       7616,              ,                ,               ,    21185,      11397,     10337
 1217,              ,                ,               ,     20600,        3785,       7583,              ,                ,               ,    21182,      11406,      8899
 1218,              ,                ,               ,     20438,        3815,       7454,              ,                ,               ,    21239,      11421,      9337
 1219,              ,                ,               ,     19865,        3847,       7315,              ,                ,               ,    21250,      11434,      9008
 1220,              ,                ,               ,     19939,        3807,       7314,              ,                ,               ,    21250,      11458,      9730
 1221,              ,                ,               ,     20735,        3821,       7595,              ,                ,               ,    21299,      11467,      9572
 1222,              ,                ,               ,     20746,        3844,       8454,              ,                ,               ,    21324,      11482,     10266
 1223,              ,                ,               ,     20214,        3848,       8392,              ,                ,               ,    21314,      11453,      9660
 1224,              ,                ,               ,     20582,        3808,       9440,              ,                ,               ,    21338,      11479,      9518
 1225,              ,                ,               ,     20134,        3890,       8658,              ,                ,               ,    21358,      11494,     10073
 1226,              ,                ,               ,     20809,        3818,       8097,              ,                ,               ,    21346,      11484,      9867
 1227,              ,                ,               ,     20564,        3840,       8249,              ,                ,               ,    21451,      11541,     10059
 1228,              ,                ,               ,     21117,        3820,       7984,              ,                ,               ,    21452,      11544,      8846
 1229,              ,                ,               ,     21200,        3858,       7831,              ,                ,               ,    21454,      11533,      9151
 1230,              ,                ,               ,     19854,        3916,       7704,              ,                ,               ,    21474,      11564,      9114
 1231,              ,                ,               ,     19488,        3895,       7556,              ,                ,               ,    21543,      11605,      8692
 1232,              ,                ,               ,     20035,        3871,       7599,              ,                ,               ,    21529,      11587,      8806
 1233,              ,                ,               ,     20316,        3863,       7748,              ,                ,               ,    21567,      11620,      8918
 1234,              ,                ,               ,     21267,        3819,       7597,              ,                ,               ,    21577,      11611,      9198
 1235,              ,                ,               ,     21426,        3896,       8090,              ,                ,               ,    21601,      11615,      9887
 1236,              ,                ,               ,     20274,        3867,       7900,              ,                ,               ,    21624,      11631,      9727
 1237,              ,                ,               ,     21291,        3866,       7943,              ,                ,               ,    21631,      11639,     10229
 1238,              ,                ,               ,     20820,        3898,       8268,              ,                ,               ,    21682,      11684,      9325
 1239,              ,                ,               ,     20792,        3906,       7806,              ,                ,               ,    21667,      11658,      9797
 1240,              ,                ,               ,     20391,        3906,       7828,              ,                ,               ,    21705,      11676,      9279
 1241,              ,                ,               ,     20616,        3904,       7759,              ,                ,               ,    21710,      11664,     10714
 1242,              ,                ,               ,     20458,        3885,       8397,              ,                ,               ,    21749,      11693,     10525
 1243,              ,                ,               ,     20752,        3874,       9949,              ,                ,               ,    21773,      11722,     10436
 1244,              ,                ,               ,     20459,        3947,       9465,              ,                ,               ,    21776,      11731,     11511
 1245,              ,                ,               ,     21116,        3875,       8422,              ,                ,               ,    21796,      11713,     12498
 1246,              ,                ,               ,     20007,        3963,      10461,              ,                ,               ,    21849,      11759,     10033
 1247,              ,                ,               ,     20957,        3903,       9367,              ,                ,               ,    21877,      11748,     10626
 1248,              ,                ,               ,     20543,        3905,       7476,              ,                ,               ,    21879,      11778,     10960
 1249,              ,                ,               ,     20423,        3923,       7978,              ,                ,               ,    21861,      11742,     10827
 1250,              ,                ,               ,     20520,        3948,      12186,              ,                ,               ,    21900,      11773,     12627
 1251,              ,                ,               ,     20660,        3933,       8969,              ,                ,               ,    21934,      11806,     12863
 1252,              ,                ,               ,     21616,        3917,      10256,              ,                ,               ,    21981,      11825,     10366
 1253,              ,                ,               ,     21423,        3926,      10259,              ,                ,               ,    21992,      11832,     10938
 1254,              ,                ,               ,     20937,        3930,       8504,              ,                ,               ,    22003,      11830,     10176
 1255,              ,                ,               ,     21622,        3902,       8740,              ,                ,               ,    22010,      11840,      9976
 1256,              ,                ,               ,     20263,        3989,       9745,              ,                ,               ,    22024,      11841,     11249
 1257,              ,                ,               ,     21781,        3868,      11543,              ,                ,               ,    22065,      11883,     12966
 1258,              ,                ,               ,     20655,        3954,      10563,              ,                ,               ,    22077,      11861,     10666
 1259,              ,                ,               ,     21317,        3963,      10303,              ,                ,               ,    22096,      11892,     10681
 1260,              ,                ,               ,     21674,        3966,      10421,              ,                ,               ,    22121,      11905,     11160
 1261,              ,                ,               ,     21892,        3967,      10029,              ,                ,               ,    22155,      11933,      9298
 1262,              ,                ,               ,     21053,        3955,      10280,              ,                ,               ,    22166,      11943,     10743
 1263,              ,                ,               ,     20867,        3969,       8602,              ,                ,               ,    22203,      11972,     12050
 1264,              ,                ,               ,     20557,        3958,       8100,              ,                ,               ,    22192,      11934,     10896
 1265,              ,                ,               ,     21572,        3946,      10755,              ,                ,               ,    22224,      11955,     10088
 1266,              ,                ,               ,     20798,        3997,       8265,              ,                ,               ,    22249,      11961,     10943
 1267,              ,                ,               ,     20326,        4049,       7947,              ,                ,               ,    22240,      11949,     10756
 1268,              ,                ,               ,     21009,        3994,       8757,              ,                ,               ,    22310,      11998,     10654
 1269,              ,                ,               ,     20624,        4015,      10080,              ,                ,               ,    22277,      11982,     10769
 1270,              ,                ,               ,     21452,        3959,       9095,              ,                ,               ,    22342,      12019,     11803
 1271,              ,                ,               ,     21116,        4020,       9002,              ,                ,               ,    22331,      12012,     12706
 1272,              ,                ,               ,     21125,        4013,       9929,              ,                ,               ,    22327,      12002,     10620
 1273,              ,                ,               ,     21291,        4002,       9579,              ,                ,               ,    22362,      12026,     10545
 1274,              ,                ,               ,     21524,        3998,       8234,              ,                ,               ,    22422,      12067,     10637
 1275,              ,                ,               ,     21869,        3974,       8367,              ,                ,               ,    22417,      12059,     11415
 1276,              ,                ,               ,     21345,        4029,       9474,              ,                ,               ,    22475,      12084,     10893
 1277,              ,                ,               ,     21832,        4035,       9495,              ,                ,               ,    22484,      12097,     11349
 1278,              ,                ,               ,     21321,        4010,       8591,              ,                ,               ,    22505,      12120,     11787
 1279,              ,                ,               ,     21152,        4076,       9434,              ,                ,               ,    22489,      12105,      9477
 1280,              ,                ,               ,     20616,        4061,       8324,              ,                ,               ,    22525,      12125,     10463
 1281,              ,                ,               ,     21774,        4043,       8499,              ,                ,               ,    22533,      12134,     11585
 1282,              ,                ,               ,     20635,        4089,       8020,              ,                ,               ,    22576,      12139,      9412
 1283,              ,                ,               ,     21234,        4092,       7999,              ,                ,               ,    22628,      12163,      9246
 1284,              ,                ,               ,     21314,        4046,       8292,              ,                ,               ,    22636,      12187,      9161
 1285,              ,                ,               ,     21004,        4097,       7911,              ,                ,               ,    22645,      12147,      9452
 1286,              ,                ,               ,     21535,        4065,       8075,              ,                ,               ,    22654,      12189,      9328
 1287,              ,                ,               ,     21146,        4074,       7963,              ,                ,               ,    22672,      12188,      9887
 1288,              ,                ,               ,     21664,        4057,       8292,              ,                ,               ,    22706,      12216,     10153
 1289,              ,                ,               ,     21911,        4041,       8281,              ,                ,               ,    22690,      12204,     10240
 1290,              ,                ,               ,     21724,        4100,       8120,              ,                ,               ,    22719,      12213,      9975
 1291,              ,                ,               ,     21536,        4078,       8046,              ,                ,               ,    22735,      12227,      9834
 1292,              ,                ,               ,     21686,        4032,       8868,              ,                ,               ,    22766,      12249,      9783
 1293,              ,                ,               ,     21554,        4077,       9330,              ,                ,               ,    22824,      12278,      9713
 1294,              ,                ,               ,     21800,        4039,      10365,              ,                ,               ,    22823,      12279,     11239
 1295,              ,                ,               ,     22460,        4058,       9082,              ,                ,               ,    22832,      12271,     12647
 1296,              ,                ,               ,     21732,        4100,       9881,              ,                ,               ,    22859,      12279,     12944
 1297,              ,                ,               ,     21379,        4150,      10031,              ,                ,               ,    22893,      12292,     12671
 1298,              ,                ,               ,     21463,        4155,       9127,              ,                ,               ,    22903,      12300,     11729
 1299,              ,                ,               ,     22130,        4136,      10641,              ,                ,               ,    22945,      12338,     10667
 1300,              ,                ,               ,     21173,        4151,       8368,              ,                ,               ,    22913,      12319,     12025
 1301,              ,                ,               ,     21549,        4120,       8411,              ,                ,               ,    22934,      12327,     11678
 1302,              ,                ,               ,     21417,        4111,      10585,              ,                ,               ,    22955,      12319,     10523
 1303,              ,                ,               ,     21707,        4122,       9321,              ,                ,               ,    22995,      12357,     12027
 1304,              ,                ,               ,     21938,        4095,       9826,              ,                ,               ,    23038,      12353,     15328
 1305,              ,                ,               ,     22289,        4137,       9002,              ,                ,               ,    23046,      12387,     10679
 1306,              ,                ,               ,     21717,        4154,       9340,              ,                ,               ,    23088,      12405,     12265
 1307,              ,                ,               ,     21910,        4129,       9581,              ,                ,               ,    23075,      12391,      9979
 1308,              ,                ,               ,     22046,        4094,       9306,              ,                ,               ,    23113,      12422,     11185
 1309,              ,                ,               ,     22047,        4208,       9322,              ,                ,               ,    23124,      12439,     10649
 1310,              ,                ,               ,     22278,        4117,       8649,              ,                ,               ,    23162,      12442,      9889
 1311,              ,                ,               ,     22233,        4150,       8578,              ,                ,               ,    23191,      12485,      9958
 1312,              ,                ,               ,     22632,        4091,       8682,              ,                ,               ,    23180,      12457,      9958
 1313,              ,                ,               ,     22415,        4128,       8566,              ,                ,               ,    23238,      12488,     10117
 1314,              ,                ,               ,     23023,        4178,       8997,              ,                ,               ,    23239,      12474,     10120
 1315,              ,                ,               ,     22410,        4107,       8338,              ,                ,               ,    23271,      12489,     10053
 1316,              ,                ,               ,     22522,        4156,       8472,              ,                ,               ,    23276,      12498,      9793
 1317,              ,                ,               ,     22420,        4140,       8364,              ,                ,               ,    23280,      12504,     10138
 1318,              ,                ,               ,     22005,        4190,       9036,              ,                ,               ,    23324,      12528,      9677
 1319,              ,                ,               ,     22633,        4152,       8674,              ,                ,               ,    23370,      12570,     10402
 1320,              ,                ,               ,     22032,        4189,       8036,              ,                ,               ,    23367,      12558,     10277
 1321,              ,                ,               ,     22702,        4141,       8585,              ,                ,               ,    23394,      12595,     10633
 1322,              ,                ,               ,     22243,        4221,       8921,              ,                ,               ,    23412,      12593,      9702
 1323,              ,                ,               ,     23787,        4122,       8687,              ,                ,               ,    23440,      12610,      9837
 1324,              ,                ,               ,     22559,        4162,       8329,              ,                ,               ,    23463,      12598,     10158
 1325,              ,                ,               ,     21705,        4270,       8365,              ,                ,               ,    23466,      12608,      9909
 1326,              ,                ,               ,     22946,        4153,       8623,              ,                ,               ,    23503,      12624,      9877
 1327,              ,                ,               ,     22242,        4225,       8477,              ,                ,               ,    23473,      12618,     10683
 1328,              ,                ,               ,     22439,        4185,       8642,              ,                ,               ,    23530,      12639,     10366
 1329,              ,                ,               ,     22282,        4170,       8526,              ,                ,               ,    23551,      12652,      9907
 1330,              ,                ,               ,     21530,        4296,       8204,              ,                ,               ,    23594,      12703,     10138
 1331,              ,                ,               ,     22325,        4240,       8253,              ,                ,               ,    23593,      12673,     10261
 1332,              ,                ,               ,     22496,        4226,       8489,              ,                ,               ,    23621,      12703,      9814
 1333,              ,                ,               ,     22414,        4283,       9536,              ,                ,               ,    23628,      12694,     10921
 1334,              ,                ,               ,     22787,        4205,       9245,              ,                ,               ,    23672,      12709,      9782
 1335,              ,                ,               ,     22136,        4222,       8368,              ,                ,               ,    23698,      12751,      9797
 1336,              ,                ,               ,     23136,        4219,       9095,              ,                ,               ,    23692,      12725,      9830
 1337,              ,                ,               ,     23588,        4188,       8898,              ,                ,               ,    23684,      12739,     10023
 1338,              ,                ,               ,     22872,        4251,       9290,              ,                ,               ,    23708,      12747,     10406
 1339,              ,                ,               ,     22207,        4230,       8677,              ,                ,               ,    23763,      12772,     10482
 1340,              ,                ,               ,     22718,        4259,       9583,              ,                ,               ,    23772,      12769,     11130
 1341,              ,                ,               ,     22823,        4240,       8908,              ,                ,               ,    23778,      12772,     11016
 1342,              ,                ,               ,     23098,        4260,       9127,              ,                ,               ,    23777,      12753,     11239
 1343,              ,                ,               ,     22380,        4265,       8628,              ,                ,               ,    23825,      12793,     10152
 1344,              ,                ,               ,     22472,        4272,       8825,              ,                ,               ,    23853,      12796,      9703
 1345,              ,                ,               ,     22450,        4257,       8588,              ,                ,               ,    23875,      12829,     10098
 1346,              ,                ,               ,     22837,        4249,       8598,              ,                ,               ,    23889,      12846,     10106
 1347,              ,                ,               ,     21864,        4304,       8400,              ,                ,               ,    23922,      12850,      9758
 1348,              ,                ,               ,     22427,        4301,       8376,              ,                ,               ,    23914,      12853,      9747
 1349,              ,                ,               ,     23120,        4289,       9130,              ,                ,               ,    23932,      12863,      9670
 1350,              ,                ,               ,     23353,        4259,       9084,              ,                ,               ,    23976,      12854,     10606
 1351,              ,                ,               ,     22786,        4317,       8715,              ,                ,               ,    23996,      12892,     10266
 1352,              ,                ,               ,     22651,        4310,       8631,              ,                ,               ,    24050,      12925,     10709
 1353,              ,                ,               ,     21786,        4339,       8412,              ,                ,               ,    24055,      12912,     10669
 1354,              ,                ,               ,     23444,        4347,      10797,              ,                ,               ,    24065,      12931,     10272
 1355,              ,                ,               ,     22717,        4332,      14068,              ,                ,               ,    24074,      12924,     16739
 1356,              ,                ,               ,     22334,        4373,      11612,              ,                ,               ,    24085,      12949,     12037
 1357,              ,                ,               ,     23354,        4315,       9515,              ,                ,               ,    24119,      12962,     13076
 1358,              ,                ,               ,     22470,        4294,      10097,              ,                ,               ,    24139,      12973,     11885
 1359,              ,                ,               ,     23016,        4297,       8858,              ,                ,               ,    24175,      12999,     12571
 1360,              ,                ,               ,     23061,        4364,      11461,              ,                ,               ,    24171,      12994,     11152
 1361,              ,                ,               ,     22539,        4351,      11158,              ,                ,               ,    24218,      13008,     11669
 1362,              ,                ,               ,     22827,        4396,       9088,              ,                ,               ,    24209,      13032,     13818
