    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
    0,             0,               0,              1,         0,           0,          1,             0,               0,              1,        0,          0,         0
    1,             0,               0,              0,         0,           0,          0,             0,               0,              0,        0,          0,         1
    2,             1,               1,              8,         3,           2,         20,             0,               0,              1,        0,          1,         3
    3,             3,               3,              4,         8,           3,          6,             1,               1,              2,        1,          3,         3
    4,             4,               3,              3,        11,           4,          6,             3,               1,              2,        4,          6,         5
    5,             5,               3,              4,        17,           6,          9,             6,               1,              3,        8,          9,         7
    6,             7,               4,              5,        21,           7,         10,            10,               1,              4,       12,         11,         9
    7,            10,               6,              6,        26,           8,         12,            15,               2,              6,       16,         14,        11
    8,            11,               6,              7,        30,           9,         14,            21,               2,              7,       22,         19,        14
    9,            12,               6,              7,        36,          10,         16,            28,               2,              9,       29,         22,        17
   10,            13,               6,              8,        38,          10,         17,            36,               2,             11,       35,         27,        21
   11,            15,               7,              9,        49,          15,         31,            45,               2,             21,       42,         31,        34
   12,            16,               7,             15,        53,          15,         35,            55,               3,             22,       48,         36,        41
   13,            18,               8,             12,        55,          15,         24,            66,               3,             22,       55,         40,        36
   14,            19,               8,             15,        67,          18,         51,            78,               4,             39,       61,         45,        58
   15,            20,               8,             15,        71,          19,         45,            91,               4,             24,       68,         48,        94
   16,            22,               9,             21,        76,          20,         52,           105,               4,             43,       77,         56,        81
   17,            25,              11,             23,        86,          23,         83,           120,               5,             58,       87,         61,        73
   18,            26,              11,             20,        83,          21,         51,           136,               5,             71,       95,         66,        97
   19,            27,              11,             16,        90,          21,         37,           153,               5,             37,      105,         71,        53
   20,            29,              12,             15,        98,          24,         39,           171,               5,             55,      113,         77,        59
   21,            30,              12,             16,       110,          26,         44,           190,               6,             46,      123,         82,        60
   22,            31,              12,             16,       118,          28,         46,           210,               6,             49,      130,         87,        64
   23,            33,              13,             17,       125,          32,         49,           231,               6,             54,      141,         93,        68
   24,            34,              13,             24,       133,          34,         65,           253,               7,             76,      150,        100,       112
   25,            35,              13,             19,       141,          35,        112,           276,               7,             76,      160,        105,        78
   26,            36,              13,             19,       150,          37,         69,           300,               7,             98,      168,        110,        81
   27,            37,              13,             19,       140,          32,         64,           325,               7,             72,      178,        115,        84
   28,            41,              16,             21,       148,          34,         57,           351,               7,             93,      185,        121,       114
   29,            43,              17,             22,       173,          39,         65,           378,              10,             82,      193,        124,        86
   30,            44,              17,             21,       177,          38,         85,           406,              11,             92,      202,        131,       108
   31,            45,              17,             23,       179,          42,        102,           435,              11,            143,      212,        136,       108
   32,            46,              17,             24,       184,          42,         74,           465,              11,            107,      223,        145,       162
   33,            49,              19,             24,       199,          46,        116,           496,              11,            120,      236,        150,       139
   34,            51,              20,             27,       206,          46,         81,           528,              13,            117,      246,        156,       115
   35,            55,              23,             28,       207,          47,         78,           561,              14,            125,      257,        163,       122
   36,            56,              23,             47,       211,          47,         85,           595,              13,            139,      267,        168,       136
   37,            57,              23,             33,       219,          47,         84,           630,              13,            140,      279,        175,       127
   38,            59,              24,             31,       226,          48,        119,           666,              13,            152,      289,        181,       139
   39,            60,              24,             32,       237,          53,         95,           703,              14,            155,      301,        188,       147
   40,            61,              24,             33,       240,          52,        126,           741,              14,            177,      311,        193,       141
   41,            62,              24,             32,       255,          55,         94,           780,              14,            166,      323,        200,       146
   42,            64,              25,             61,       250,          53,        195,           820,              14,            216,      333,        206,       159
   43,            67,              27,             36,       277,          60,        117,           861,              15,            195,      345,        213,       151
   44,            69,              28,             39,       284,          61,        108,           903,              15,            187,      356,        221,       154
   45,            70,              28,             33,       285,          58,        100,           946,              16,            192,      368,        226,       172
   46,            71,              28,             34,       294,          60,        103,           990,              16,            198,      378,        233,       160
   47,            73,              29,             37,       299,          65,        108,          1035,              16,            277,      390,        239,       271
   48,            76,              31,             53,       308,          66,        164,          1081,              17,            259,      400,        246,       284
   49,            77,              31,             53,       324,          69,        129,          1128,              17,            224,      413,        251,       187
   50,            78,              31,             37,       328,          69,        115,          1176,              17,            233,      422,        258,       178
   51,            80,              32,             37,       331,          71,        116,          1225,              17,            252,      433,        268,       199
   52,            82,              33,             39,       334,          70,        117,          1275,              18,            252,      444,        272,       199
   53,            83,              33,             40,       365,          73,        127,          1326,              19,            260,      456,        279,       192
   54,            84,              33,             39,       370,          74,        127,          1378,              19,            375,      466,        285,       198
   55,            85,              33,             42,       354,          72,        126,          1431,              19,            336,      479,        290,       208
   56,            86,              33,             41,       382,          77,        134,          1485,              19,            293,      486,        297,       222
   57,            87,              33,             42,       368,          74,        145,          1540,              19,            303,      497,        302,       210
   58,            88,              33,             41,       380,          75,        144,          1596,              19,            314,      510,        311,       228
   59,            89,              33,             42,       407,          82,        141,          1653,              19,            335,      523,        316,       227
   60,            90,              33,             43,       407,          81,        141,          1711,              19,            346,      531,        321,       225
   61,            91,              33,             42,       434,          82,        148,          1770,              19,            346,      542,        328,       242
   62,            92,              33,             42,       444,          84,        151,          1830,              19,            357,      554,        337,       249
   63,            93,              33,             44,       434,          78,        148,          1891,              19,            367,      567,        342,       239
   64,            95,              34,             56,       457,          81,        155,          1953,              19,            457,      579,        352,       298
   65,            96,              34,             46,       440,          80,        150,          2016,              20,            418,      595,        361,       259
   66,            97,              34,             55,       439,          81,        151,          2080,              20,            404,      607,        368,       259
   67,            98,              34,             45,       458,          88,        159,          2145,              20,            416,      621,        375,       261
   68,            99,              34,             45,       468,          90,        206,          2211,              20,            443,      634,        383,       268
   69,           100,              34,             57,       475,          85,        162,          2278,              20,            443,      649,        392,       274
   70,           101,              34,             57,       479,          89,        165,          2346,              20,            453,      661,        399,       316
   71,           102,              34,             48,       474,          89,        163,          2415,              20,            475,      675,        404,       529
   72,           103,              34,             63,       484,          91,        232,          2485,              20,            526,      683,        411,       296
   73,           104,              34,             47,       503,          94,        185,          2556,              20,            546,      697,        416,       299
   74,           105,              34,             47,       507,          94,        186,          2628,              20,            508,      713,        427,       311
   75,           106,              34,             59,       514,          95,        176,          2701,              20,            522,      728,        436,       316
   76,           107,              34,             49,       529,         101,        188,          2775,              20,            544,      740,        443,       393
   77,           108,              34,             49,       536,          99,        183,          2850,              20,            559,      753,        448,       325
   78,           109,              34,             48,       538,          99,        183,          2926,              20,            572,      766,        457,       332
   79,           111,              35,             49,       546,         100,        199,          3003,              20,            741,      781,        465,       420
   80,           112,              35,             52,       556,         101,        196,          3081,              21,            591,      794,        472,       343
   81,           113,              35,             50,       586,         102,        197,          3160,              21,            630,      810,        479,       351
   82,           114,              35,             52,       599,         105,        202,          3240,              21,            616,      822,        490,       344
   83,           115,              35,             50,       591,         109,        200,          3321,              21,            634,      835,        495,       346
   84,           117,              36,             51,       599,         110,        203,          3403,              21,            700,      849,        505,       354
   85,           118,              36,             52,       605,         113,        205,          3486,              22,            658,      863,        512,       391
   86,           121,              38,             53,       616,         115,        208,          3570,              22,            688,      876,        521,       366
   87,           122,              38,             55,       641,         108,        213,          3655,              24,            696,      889,        526,       368
   88,           123,              38,             54,       659,         113,        469,          3741,              24,           1133,      903,        531,       410
   89,           124,              38,             58,       649,         119,        230,          3828,              24,            765,      917,        540,       415
   90,           125,              38,             69,       652,         118,        232,          3916,              24,            888,      928,        549,       377
   91,           126,              38,             54,       684,         112,        222,          4005,              24,            741,      943,        558,       382
   92,           127,              38,             54,       697,         115,        224,          4095,              24,            758,      955,        567,       388
   93,           128,              38,             54,       676,         119,        220,          4186,              24,            852,      970,        572,       487
   94,           129,              38,             63,       694,         122,        259,          4278,              24,           1197,      983,        581,       533
   95,           130,              38,             67,       708,         126,        262,          4371,              24,           1001,      996,        586,       501
   96,           131,              38,             59,       710,         127,        251,          4465,              24,            936,     1007,        593,      1095
   97,           132,              38,             75,       711,         130,        321,          4560,              24,            957,     1023,        603,       433
   98,           133,              38,             58,       718,         131,        244,          4656,              24,           1006,     1034,        606,       439
   99,           134,              38,             59,       771,         131,        257,          4753,              24,            958,     1049,        616,       428
  100,           135,              38,             58,       778,         131,        258,          4851,              24,            928,     1063,        627,       453
  101,           137,              39,             59,       751,         135,        250,          4950,              24,            985,     1077,        631,       442
  102,           138,              39,             59,       757,         134,        252,          5050,              25,            948,     1092,        644,       468
  103,           139,              39,             59,       769,         137,        257,          5151,              25,            970,     1105,        649,       457
  104,           140,              39,             60,       778,         140,        280,          5253,              25,            990,     1114,        656,       461
  105,           141,              39,             60,       798,         140,        267,          5356,              25,           1012,     1128,        659,       464
  106,           142,              39,             61,       810,         142,        270,          5460,              25,           1282,     1144,        672,       474
  107,           144,              40,             64,       815,         142,        272,          5565,              25,           1061,     1159,        680,       599
  108,           147,              42,             95,       822,         142,        270,          5671,              26,           1043,     1171,        691,       543
  109,           148,              42,             64,       823,         140,        269,          5778,              26,           1065,     1185,        698,       492
  110,           149,              42,             62,       855,         145,        275,          5886,              26,           1079,     1195,        701,       503
  111,           150,              42,             63,       827,         144,        285,          5995,              26,           1171,     1211,        710,       517
  112,           153,              44,             65,       826,         143,        274,          6105,              26,           1148,     1223,        721,       506
  113,           154,              44,             66,       866,         151,        287,          6216,              28,           1170,     1235,        726,       534
  114,           155,              44,             68,       861,         149,        287,          6328,              28,           1184,     1248,        733,       516
  115,           157,              45,             67,       863,         152,        286,          6441,              28,           1249,     1264,        743,       905
  116,           159,              46,            105,       858,         148,        288,          6555,              29,           1243,     1279,        751,       520
  117,           161,              47,             69,       876,         149,        287,          6670,              30,           1222,     1293,        757,       535
  118,           162,              47,             68,       875,         147,        283,          6786,              31,           1267,     1299,        764,       536
  119,           163,              47,             70,       917,         161,        308,          6903,              31,           1346,     1314,        769,       950
  120,           164,              47,             94,       920,         159,        332,          7021,              31,           1653,     1328,        778,       650
  121,           165,              47,             73,       926,         154,        341,          7140,              31,           1335,     1340,        783,       551
  122,           166,              47,             71,       932,         158,        308,          7260,              31,           1435,     1354,        794,       559
  123,           167,              47,             72,       956,         161,        317,          7381,              31,           1431,     1368,        803,       758
  124,           169,              48,             90,       962,         160,        320,          7503,              31,           1402,     1377,        807,       566
  125,           170,              48,             86,       969,         159,        332,          7626,              32,           1432,     1392,        812,       589
  126,           171,              48,             75,       981,         163,        326,          7750,              32,           1451,     1405,        823,       579
  127,           172,              48,             73,      1000,         168,        329,          7875,              32,           1558,     1419,        830,       597
  128,           174,              49,             75,      1005,         167,        330,          8001,              32,           1625,     1434,        842,       613
  129,           175,              49,             75,       996,         158,        326,          8128,              33,           1521,     1448,        851,       616
  130,           178,              51,             76,      1004,         159,        340,          8256,              33,           1545,     1462,        858,       824
  131,           179,              51,            113,       999,         162,        429,          8385,              35,           1572,     1480,        871,       597
  132,           180,              51,             75,      1010,         165,        323,          8515,              35,           1562,     1495,        873,       622
  133,           182,              52,             76,      1054,         172,        337,          8646,              35,           1568,     1509,        881,       626
  134,           183,              52,             78,      1062,         173,        348,          8778,              36,           1768,     1522,        891,       645
  135,           184,              52,             79,      1044,         175,        344,          8911,              36,           1661,     1541,        904,       637
  136,           186,              53,             79,      1050,         176,        345,          9045,              36,           1835,     1554,        912,       649
  137,           189,              55,             82,      1063,         180,        352,          9180,              37,           1690,     1573,        917,       724
  138,           190,              55,             82,      1075,         180,        359,          9316,              37,           1691,     1587,        932,       657
  139,           192,              56,             82,      1072,         172,        351,          9453,              37,           1807,     1603,        938,       660
  140,           193,              56,            151,      1109,         179,        430,          9591,              38,           1800,     1616,        947,       673
  141,           194,              56,             84,      1134,         183,        448,          9730,              38,           1998,     1633,        956,       675
  142,           195,              56,             83,      1096,         180,        360,          9870,              38,           1848,     1647,        963,      1051
  143,           196,              56,             86,      1107,         185,        374,         10011,              38,           1829,     1664,        972,       668
  144,           197,              56,             82,      1109,         182,        502,         10153,              38,           1863,     1679,        979,       692
  145,           200,              58,            104,      1127,         184,        473,         10296,              38,           1929,     1695,        986,       697
  146,           204,              61,             88,      1132,         189,        373,         10440,              40,           1966,     1710,        996,       725
  147,           205,              61,             91,      1155,         189,        389,         10585,              41,           1985,     1725,       1007,       711
  148,           206,              61,             88,      1163,         191,        380,         10731,              41,           2182,     1741,       1016,       836
  149,           207,              61,             94,      1186,         196,        395,         10878,              41,           2081,     1757,       1024,       918
  150,           208,              61,             90,      1188,         197,        383,         11026,              41,           2023,     1772,       1033,       729
  151,           209,              61,             89,      1208,         189,        391,         11175,              41,           2077,     1787,       1040,       730
  152,           210,              61,             90,      1220,         190,        477,         11325,              41,           2111,     1801,       1049,      1538
  153,           211,              61,             95,      1207,         199,        401,         11476,              41,           2143,     1818,       1056,       745
  154,           213,              62,             91,      1228,         204,        404,         11628,              41,           2586,     1832,       1068,       760
  155,           214,              62,             95,      1245,         198,        410,         11781,              42,           2232,     1848,       1075,      1117
  156,           215,              62,            178,      1229,         200,        436,         11935,              42,           2806,     1866,       1086,       789
  157,           216,              62,             97,      1251,         202,        412,         12090,              42,           2303,     1883,       1097,       804
  158,           217,              62,            133,      1260,         203,        469,         12246,              42,           2481,     1895,       1104,       810
  159,           219,              63,             99,      1257,         207,        425,         12403,              42,           2388,     1913,       1106,       783
  160,           220,              63,             94,      1268,         208,        418,         12561,              43,           2370,     1929,       1115,       807
  161,           224,              66,            100,      1270,         205,        450,         12720,              43,           2396,     1941,       1123,       834
  162,           228,              69,             99,      1289,         207,        665,         12880,              44,           3309,     1960,       1135,       795
  163,           229,              69,            137,      1336,         213,        428,         13041,              45,           2474,     1977,       1142,       840
  164,           230,              69,            112,      1348,         214,        439,         13203,              45,           2461,     1983,       1147,       861
  165,           231,              69,            102,      1410,         213,        472,         13366,              45,           2496,     2005,       1158,       844
  166,           232,              69,            102,      1418,         212,        470,         13530,              45,           2602,     2021,       1171,       831
  167,           233,              69,            100,      1365,         215,        443,         13695,              45,           2676,     2032,       1173,       830
  168,           236,              71,            103,      1367,         216,        447,         13861,              45,           2576,     2046,       1180,       867
  169,           237,              71,            102,      1404,         223,        460,         14028,              46,           2613,     2063,       1189,       842
  170,           238,              71,            101,      1406,         220,        474,         14196,              46,           2796,     2080,       1204,       890
  171,           239,              71,            105,      1392,         229,        475,         14365,              46,           2999,     2098,       1213,       897
  172,           240,              71,            102,      1404,         232,        452,         14535,              46,           2653,     2106,       1218,      1087
  173,           241,              71,            109,      1416,         235,        558,         14706,              46,           4030,     2124,       1229,       898
  174,           242,              71,            108,      1415,         231,        467,         14878,              46,           2990,     2141,       1240,      1224
  175,           244,              72,            206,      1438,         223,        635,         15051,              46,           4266,     2159,       1248,       999
  176,           247,              74,            116,      1450,         225,        499,         15225,              47,           3106,     2177,       1257,      1054
  177,           249,              75,            177,      1476,         228,        525,         15400,              47,           3101,     2194,       1261,       994
  178,           250,              75,            117,      1483,         234,        516,         15576,              48,           3431,     2203,       1272,      1122
  179,           251,              75,            234,      1494,         231,        649,         15753,              48,           3108,     2219,       1279,      1154
  180,           253,              76,            121,      1505,         236,        588,         15931,              48,           3141,     2235,       1289,       968
  181,           256,              78,            118,      1490,         242,        516,         16110,              49,           3246,     2250,       1292,       989
  182,           259,              80,            122,      1497,         244,        534,         16290,              49,           3421,     2265,       1303,       976
  183,           261,              81,            121,      1535,         239,        601,         16471,              51,           3551,     2281,       1313,       985
  184,           262,              81,            121,      1543,         239,        528,         16653,              52,           3122,     2296,       1324,       963
  185,           263,              81,            116,      1570,         243,        540,         16836,              52,           3154,     2311,       1331,       972
  186,           264,              81,            114,      1563,         240,        731,         17020,              52,           3684,     2325,       1342,       999
  187,           266,              82,            117,      1549,         242,        507,         17205,              52,           3198,     2344,       1350,       988
  188,           268,              83,            117,      1560,         245,        597,         17391,              53,           3407,     2358,       1360,      1069
  189,           271,              85,            118,      1600,         251,        518,         17578,              54,           3565,     2374,       1363,       996
  190,           274,              87,            124,      1611,         249,        537,         17766,              54,           3721,     2388,       1374,      1004
  191,           275,              87,            120,      1664,         258,        568,         17955,              56,           3347,     2405,       1386,       994
  192,           276,              87,            120,      1635,         255,        548,         18145,              56,           3919,     2417,       1391,      1006
  193,           277,              87,            122,      1620,         259,        532,         18336,              56,           3383,     2436,       1400,      1007
  194,           278,              87,            123,      1621,         260,        533,         18528,              56,           3523,     2452,       1411,      1036
  195,           279,              87,            120,      1617,         262,        529,         18721,              56,           3563,     2465,       1416,      1070
  196,           280,              87,            121,      1632,         262,        531,         18915,              56,           3700,     2483,       1427,      1221
  197,           281,              87,            167,      1637,         261,        676,         19110,              56,           4652,     2500,       1436,      1250
  198,           282,              87,            135,      1662,         262,        601,         19306,              56,           4000,     2514,       1445,      1108
  199,           283,              87,            127,      1701,         268,        875,         19503,              56,           3882,     2531,       1454,      1046
  200,           284,              87,            123,      1709,         265,        555,         19701,              56,           3702,     2546,       1463,      1124
  201,           285,              87,            123,      1724,         269,        577,         19900,              56,           3873,     2563,       1472,      1467
  202,           286,              87,            143,      1745,         268,        620,         20100,              56,           3912,     2573,       1477,      1092
  203,           287,              87,            139,      1741,         272,        578,         20301,              56,           3921,     2591,       1490,      1056
  204,           288,              87,            125,      1752,         274,        589,         20503,              56,           3828,     2606,       1497,      1100
  205,           290,              88,            127,      1766,         280,        611,         20706,              56,           3855,     2622,       1507,      1077
  206,           293,              90,            126,      1738,         271,        563,         20910,              57,           4774,     2637,       1516,      1422
  207,           294,              90,            156,      1756,         277,        777,         21115,              57,           4854,     2651,       1519,      1327
  208,           295,              90,            139,      1765,         278,        690,         21321,              57,           5009,     2665,       1532,      1175
  209,           297,              91,            180,      1775,         280,        582,         21528,              57,           4232,     2680,       1540,      1152
  210,           300,              93,            133,      1860,         284,        652,         21736,              58,           4210,     2696,       1547,      1326
  211,           303,              95,            183,      1930,         279,        619,         21945,              58,           4384,     2712,       1558,      1187
  212,           306,              97,            135,      1936,         278,        637,         22155,              60,           4167,     2728,       1565,      1162
  213,           307,              97,            148,      1871,         293,        610,         22366,              60,           4485,     2745,       1573,      1245
  214,           308,              97,            137,      1870,         288,        657,         22578,              60,           4431,     2762,       1584,      1235
  215,           309,              97,            141,      1841,         283,        666,         22791,              60,           5366,     2777,       1593,      1515
  216,           310,              97,            170,      1846,         286,        813,         23005,              60,           4622,     2789,       1599,      1587
  217,           311,              97,            140,      1850,         277,        598,         23220,              60,           4652,     2805,       1608,      1184
  218,           312,              97,            156,      1859,         284,        605,         23436,              60,           4949,     2825,       1620,      1445
  219,           313,              97,            185,      1895,         294,        684,         23653,              60,           4436,     2837,       1631,      1375
  220,           314,              97,            203,      1962,         297,        799,         23871,              60,           5109,     2853,       1635,      1382
  221,           315,              97,            191,      1870,         286,        755,         24090,              60,           4748,     2871,       1642,      1530
  222,           317,              98,            245,      1874,         290,        643,         24310,              60,           4500,     2886,       1651,      1828
  223,           318,              98,            160,      1921,         299,        683,         24531,              61,           5172,     2904,       1661,      1209
  224,           319,              98,            210,      1933,         301,        926,         24753,              61,           4654,     2919,       1672,      1284
  225,           320,              98,            217,      1909,         294,        727,         24976,              61,           5569,     2934,       1677,      1296
  226,           321,              98,            143,      1913,         293,        636,         25200,              61,           4716,     2949,       1690,      1244
  227,           322,              98,            139,      2081,         303,        680,         25425,              61,           5468,     2966,       1695,      1336
  228,           325,             100,            143,      2067,         301,        848,         25651,              61,           4964,     2981,       1705,      1229
  229,           330,             104,            158,      2019,         302,        651,         25878,              63,           5228,     2997,       1712,      1583
  230,           331,             104,            364,      2029,         303,       1084,         26106,              64,           5134,     3013,       1723,      1285
  231,           332,             104,            149,      1996,         308,        685,         26335,              64,           5211,     3026,       1734,      1267
  232,           333,             104,            146,      2048,         306,       1021,         26565,              64,           4975,     3041,       1745,      1257
  233,           334,             104,            149,      2126,         309,        708,         26796,              64,           5334,     3053,       1746,      1313
  234,           335,             104,            151,      2126,         315,        787,         27028,              64,           5093,     3077,       1761,      1286
  235,           336,             104,            165,      2056,         308,        880,         27261,              64,           5440,     3088,       1768,      1306
  236,           339,             106,            150,      2068,         311,        666,         27495,              64,           5090,     3104,       1775,      1308
  237,           341,             107,            146,      2035,         299,        695,         27730,              66,           5132,     3117,       1779,      1412
  238,           344,             109,            386,      2069,         308,        908,         27966,              67,           5370,     3133,       1792,      1297
  239,           345,             109,            150,      2059,         314,        692,         28203,              67,           5309,     3151,       1803,      1489
  240,           346,             109,            152,      2070,         318,        671,         28441,              67,           5416,     3171,       1815,      1319
  241,           347,             109,            150,      2082,         315,        673,         28680,              67,           5568,     3184,       1819,      1637
  242,           348,             109,            241,      2097,         318,        849,         28920,              67,           5547,     3200,       1829,      1308
  243,           349,             109,            157,      2131,         312,        703,         29161,              67,           5485,     3215,       1844,      1356
  244,           350,             109,            150,      2150,         315,        758,         29403,              67,           5471,     3233,       1850,      1323
  245,           351,             109,            152,      2128,         323,        687,         29646,              67,           5790,     3254,       1859,      1372
  246,           353,             110,            153,      2140,         320,        753,         29890,              67,           5828,     3267,       1869,      1436
  247,           355,             111,            154,      2131,         318,        687,         30135,              68,           6140,     3281,       1877,      1359
  248,           357,             112,            174,      2254,         328,        823,         30381,              69,           5641,     3299,       1887,      1356
  249,           360,             114,            156,      2174,         330,        702,         30628,              70,           5675,     3314,       1896,      1400
  250,           361,             114,            221,      2178,         325,        836,         30876,              70,           6099,     3325,       1901,      1446
  251,           362,             114,            176,      2198,         324,        739,         31125,              70,           6239,     3345,       1912,      1506
  252,           364,             115,            176,      2186,         327,        721,         31375,              70,           5942,     3353,       1913,      1401
  253,           365,             115,            157,      2349,         329,        765,         31626,              71,           6205,     3375,       1929,      1598
  254,           366,             115,            161,      2352,         331,        732,         31878,              71,           5885,     3389,       1938,      1415
  255,           368,             116,            159,      2225,         330,        715,         32131,              71,           6369,     3405,       1946,      1594
  256,           371,             118,            163,      2257,         332,        740,         32385,              72,           6013,     3418,       1951,      1395
  257,           374,             120,            166,      2271,         332,        751,         32640,              72,           6528,     3435,       1962,      1460
  258,           377,             122,            166,      2279,         334,        731,         32896,              74,           6170,     3454,       1969,      1435
  259,           378,             122,            168,      2306,         342,        743,         33153,              74,           6628,     3475,       1984,      1495
  260,           379,             122,            168,      2326,         340,        796,         33411,              74,           6312,     3490,       1991,      1476
  261,           380,             122,            169,      2287,         337,        783,         33670,              74,           7664,     3505,       1998,      1512
  262,           381,             122,            271,      2286,         337,       1059,         33930,              74,           6922,     3524,       2009,      1629
